Volatile_compounds,Analysis_method
"3,3,6-Trimethylhepta-1,5-dien-4-one",GC-FID、GC-MS
Eucalyptol,GC-FID、GC-MS
"3,3,6-Trimethylhepta-1,5-dien-4-ol",GC-FID、GC-MS
4-Carvomenthenol,GC-FID、GC-MS
Myrcene,GC-FID、GC-MS
p-Cymene,GC-FID、GC-MS
Pinocarvone,GC-FID、GC-MS
cis-beta-Farnesene,GC-FID、GC-MS
gamma-Terpinene,GC-FID、GC-MS
alpha-Thujene,GC-FID、GC-MS
beta-Pinene,GC-FID、GC-MS
Artemisiatriene,GC-FID、GC-MS
Arglabin,GC-MS
Arborescin,GC-MS
Eucalyptol,GC 和 GC/MS/DS
Myrcene,GC 和 GC/MS/DS
Borneol,GC 和 GC/MS/DS
Camphor,GC 和 GC/MS/DS
Tricyclene,GC 和 GC/MS/DS
4-Carvomenthenol,GC 和 GC/MS/DS
alpha-TERPINEOL,GC 和 GC/MS/DS
"(1S,4aS,8aR)-1-isopropyl-7-methyl-4-methylene-1,2,3,4,4a,5,6,8a-octahydronaphthalene",GC 和 GC/MS/DS
Piperitone,GC 和 GC/MS/DS
Camphene,GC 和 GC/MS/DS
Valencene,GC 和 GC/MS/DS
Caryophyllene,GC 和 GC/MS/DS
Neryl acetate,GC 和 GC/MS/DS
beta-Elemene,GC 和 GC/MS/DS
beta-Farnesene,GC 和 GC/MS/DS
"2,5-Octadiene",GC-MS
"(3Z,5Z)-3,5-Octadiene",GC-MS
"3,3,4,4-Tetramethylhexane",GC-MS
"（1-甲基-1,2-丙二烯基）环丙烷",GC-MS
"(1R,3E,9S)-4,11,11-Trimethyl-8-methylenebicyclo[7.2.0]undec-3-ene",GC-MS
3-Cyclopenten-1-one,GC-MS
2-甲酰基-3-甲基-a-亚甲基-环丙烷乙醛,GC-MS
geranyl-2-methylbutanoate（未查明）,GC-MS
Neryl isovalerate,GC-MS
Dehydrosesquicineol(未查明）,GC-MS
Geranyl isovalerate,GC-MS
Calarene,GC 和 GC-MS
4-Carvomenthenol,GC 和 GC-MS
alpha-Zingiberene,GC 和 GC-MS
Vulgarone B,GC 和 GC-MS
"3,3,6-Trimethylhepta-1,5-dien-4-ol",GC 和 GC-MS
"2,10-Epoxypinane",GC 和 GC-MS
Myrcenol,GC 和 GC-MS
"Exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acetate",GC 和 GC-MS
Sabinene hydrate,GC 和 GC-MS
alpha-Pinene,GC 和 GC-MS-DS
Sabinene,GC 和 GC-MS-DS
beta-Pinene,GC 和 GC-MS-DS
Myrcene,GC 和 GC-MS-DS
p-Cymene,GC 和 GC-MS-DS
Limonene,GC 和 GC-MS-DS
beta-Phellandrene,GC 和 GC-MS-DS
(Z)-beta-Ocimene,GC 和 GC-MS-DS
Ocimene,GC 和 GC-MS-DS
4-Carvomenthenol,GC 和 GC-MS-DS
alpha-Curcumene,GC 和 GC-MS-DS
Capillene,GC 和 GC-MS-DS
Nerolidol,GC 和 GC-MS-DS
Spathulenol,GC 和 GC-MS-DS
beta-Bisabolol,GC 和 GC-MS-DS
Chrysanthenol,GC 和 GC-MS
Sabinyl acetate,GC 和 GC-MS
"(1E,4Z)-germacrene B",GC 和 GC-MS
Artemisinic alcohol,GC-MS
Eucalyptol,GC、 GC-MS、 1H-NMR 和 13C-NMR
Camphor,GC、 GC-MS、 1H-NMR 和 13C-NMR
alpha-Thujone,GC、 GC-MS、 1H-NMR 和 13C-NMR
Germacrene D,GC、 GC-MS、 1H-NMR 和 13C-NMR
Sabinene,GC、 GC-MS、 1H-NMR 和 13C-NMR
Bornyl acetate,GC、 GC-MS、 1H-NMR 和 13C-NMR
trans-Sabinyl acetate,GC、 GC-MS、 1H-NMR 和 13C-NMR
Camphene,GC、 GC-MS、 1H-NMR 和 13C-NMR
Caryophyllene,GC、 GC-MS、 1H-NMR 和 13C-NMR
(-)-beta-Sesquiphellandrene,GC、 GC-MS、 1H-NMR 和 13C-NMR
beta-Thujone,GC、 GC-MS、 1H-NMR 和 13C-NMR
alpha-Pinene,GC、 GC-MS、 1H-NMR 和 13C-NMR
beta-Pinene,GC、 GC-MS、 1H-NMR 和 13C-NMR
Bicyclogermacrene,GC、 GC-MS、 1H-NMR 和 13C-NMR
alpha-TERPINEOL,GC、 GC-MS、 1H-NMR 和 13C-NMR
Citronellal,GC/GC–MS
Acenaphthene,GC/GC–MS
Citronellol,GC/GC–MS
Caryophyllene oxide,GC/GC–MS
Caryophyllene,GC/GC–MS
Eugenol,GC/GC–MS
Isopulegol-2,GC/GC–MS
Geraniol,GC/GC–MS
Citronellyl acetate,GC/GC–MS
Isopulegol,GC/GC–MS
beta-Eudesmol,GC/GC–MS
"Tetracyclo[6.3.2.0(2,5).0(1,8)]tridecan-9-ol, 4,4-dimethyl-",GC/GC–MS
2-(1-E-propenyl)-4-methoxy phenyl-2- methylbutanoate,GC/GC–MS
P-Cymene,GC/GC–MS
D-Limonene,GC/GC–MS
"10,10—二甲基—2,6—二亚甲基二环[7.2.0]十一烷—5—beta—醇",GC-MS
Bicyclo[10.1.0]tridec-1-ene,GC-MS
Cyclododecyne,GC-MS
"1,9-Tetradecadiene",GC-MS
Z-13-Octadecen-1-yl acetate,GC-MS
E-14-Hexadecenal,GC-MS
Geranyl butyrate,GC 和 GC-MS
Neryl acetate,GC 和 GC-MS
Isobutyric acid,GC 和 GC-MS
Jasmone,GC 和 GC-MS
Bisabolol oxide A,CGC／MS／DS
Bisabolol oxide B,CGC／MS／DS
Cedrol,CGC／MS／DS
Nerolidol,CGC／MS／DS
Farnesol,CGC／MS／DS
"2,6,10,15-Tetramethylheptadecane",CGC／MS／DS
"1,2-Epoxyoctane",CGC／MS／DS
"2,6,10-Trimethyltetradecane",CGC／MS／DS
2-Carene,CGC／MS／DS
△-′menthol,CGC／MS／DS
"2,7-Dimethyloctane",CGC／MS／DS
3-Carene,CGC／MS／DS
gamma-Terpinene,CGC／MS／DS
Nomox A,CGC／MS／DS
Nonadecane,CGC／MS／DS
Eucalyptol,GC-MS 和 GC-FID
beta-Pinene,GC-MS 和 GC-FID
Camphor,GC-MS 和 GC-FID
4-Carvomenthenol,GC-MS 和 GC-FID
gamma-Terpinene,GC-MS 和 GC-FID
beta-Terpinene,GC-MS 和 GC-FID
Caryophyllene,GC-MS 和 GC-FID
O-Cymene,GC-MS 和 GC-FID
alpha-Phellandrene,GC-MS 和 GC-FID
o-Xylene,GC-MS 和 GC-FID
(+)-alpha-Pinene,GC-MS 和 GC-FID
Borneol,GC-MS 和 GC-FID
Bisabolol,GC-MS 和 GC-FID
"3,3-Dimethylheptane",GC-MS 和 GC-FID
alpha-TERPINEOL,GC-MS 和 GC-FID
Eucalyptol,GC-EIMS 和 GC-CIMS
Germacrene D,GC-EIMS 和 GC-CIMS
beta-Thujone,GC-EIMS 和 GC-CIMS
Caryophyllene,GC-EIMS 和 GC-CIMS
Borneol,GC-EIMS 和 GC-CIMS
Camphor,GC-EIMS 和 GC-CIMS
alpha-Thujone,GC-EIMS 和 GC-CIMS
Humulene,GC-EIMS 和 GC-CIMS
beta-Selinene,GC-EIMS 和 GC-CIMS
4-Carvomenthenol,GC-EIMS 和 GC-CIMS
P-Cymene,GC-EIMS 和 GC-CIMS
alpha-Pinene,GC-EIMS 和 GC-CIMS
Camphene,GC-EIMS 和 GC-CIMS
"(1r,3s,5r)-6,6-Dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",GC-EIMS 和 GC-CIMS
trans-Sabinene hydrate,GC-EIMS 和 GC-CIMS
"5-Hepten-3-one, 6-methyl-2-(tetrahydro-5-methyl-5-vinyl-2-furyl)-, (+)-",GC-MS
"1-Methyl-5-methylene-8-(1-methylethyl)-1,6-cyclodecadiene",GC 和 GC-MS
"Cyclohexanepropanol, alpha,beta,2,2,6-pentamethyl-",GC 和 GC-MS
Methyl dodecanoate,GC 和 GC-MS
beta-Caryophyllene alcohol,GC 和 GC-MS
Benzyl benzoate,GC 和 GC-MS
Levomenol,GC 和 GC-MS
Atractylenolide II,GC-MS
Atractylenolide I,GC-MS
乙酸缬草烯酯（Valerenyl acetate）,GC-MS
Cyperotundone,GC-MS
"(3R,8aR)-5,8a-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,7,8,8a-hexahydronaphthalene",GC-MS
alpha-Cyperone,GC-MS
beta-Vatirenene,GC-MS
cis-3-Hexen-1-ol,GC-EI-MS
Myrcene,GC-EI-MS
"Methyl Deca-4,6-diynoate",GC-EI-MS
Geranyl acetate,GC-EI-MS
beta-Pinene,GC-EI-MS
Lachnophyllum ester,GC-EI-MS
Neryl acetate,GC-EI-MS
beta-Phellandrene,GC-EI-MS
cis-Pinenehydrate,GC-EI-MS
Palmitic Acid,GC-EI-MS
"Deca-4,6-diynoic Acid",GC-EI-MS
Sabinyl acetate,GC-EI-MS
Piperitone,GC-EI-MS
"2,3-Dihydrobenzofuran",GC-EI-MS
trans-Pinenehydrate,GC-EI-MS
trans-Carvenol,GC-EI-MS
Methyl geranate,GC-EI-MS
"4,6,6-Trimethylbicyclo[3.1.1]hept-3-en-2-yl acetate",GC-MS
"3,4-Dimethyl-3-cyclohexenylmethanal",GC-MS
3-Methyl-1-(3-methylfuran-2-yl)but-2-en-1-one,GC-MS
2-Methylenebornane,GC-MS
"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-4a,8-dimethyl-2-(1-methylethenyl)-, [2R-(2alpha,4aalpha,8ab",GC-MS
"3-Bromomethyl-3,6,6-trimethyl-cyclohexene",GC-MS
alpha-Pinene,GC-FID
ε-caryophyllene,GC-FID
Ocimene,GC-FID
"Cadinene, ",GC-FID
Megastigmatrienone,GC-FID
Cubebene,GC-FID
Linalool,GC-FID
Bourbonene,GC-FID
2-(4-Methylphenyl)propan-2-ol,GC-FID
Caryophyllene oxide,GC-FID
Terpinolene,GC-FID
delta-Elemene,GC-FID
Limonene,GC-FID
Myrcene,GC-FID
trans-Linalyl oxide,GC-FID
Hexanal,GC 和 GC-MS
p-cymene-9-ol,GC 和 GC-MS
2-Pentylfuran,GC 和 GC-MS
"(1S,5S,9R)-2,3,5,9-tetramethyltricyclo[6.3.0.01,5]undec-2-ene",GC 和 GC-MS
trans-beta-Bergamotene,GC 和 GC-MS
Succinaldehyde,GC-MS
Tetrahydropyran-2-methanol,GC-MS
"1,3-Dimethylcyclopentanol",GC-MS
"2,2,3,4－四甲基－己－5－烯－3－醇",GC-MS
"2,3-Dimethyl-2-butanol",GC-MS
"2,3-二甲基-2,3-二氢-4,5-二乙基-呋喃",GC-MS
"2,4-Dimethyl-3-hexanol",GC-MS
(E)-9-Tetradecen-1-ol acetate,GC-MS
"(3,4-Diethoxyphenyl)acetonitrile",GC-MS
5-Methyl-2-allylphenol,GC-MS
"6S-2,3,8,8-Tetramethyltricyclo[5.2.2.0(1,6)]undec-2-ene",GC-MS
Alloaromadendrene Oxide-(1),GC-MS
"2,3,5,9-四甲基-三环[6.3.0.0( 1,5) ]十一碳-2-烯-4-酮",GC-MS
1，1，4，4－四甲基－2，5－二亚甲基－环己烷,GC-MS
"2-tert-Butyl-1,4-dimethoxybenzene",GC-MS
alpha-Pinene,GC-MS-FID
"2,5-Dimethoxy-p-cymene",GC-MS-FID
Linalool,GC-MS-FID
Diisobutyl phthalate,GC-MS-FID
6-Methoxythymyl isobutyrate,GC-MS-FID
Nerolidol,GC-MS-FID
"8,9-Didehydrothymyl isobutyrate",GC-MS-FID
Decanal,GC-MS-FID
2-Hexenal,GC-MS-FID
"10-isobutyryloxy-8,9-dehydrothymyl isobutyrate",GC-MS-FID
beta-Santalene,GC-MS-FID
alpha-TERPINEOL,GC-MS-FID
beta-Ionone,GC-MS-FID
Thymol isobutyrate,GC-MS-FID
2-Isopropyl-5-methylanisole,GC-MS-FID
"10-Isobutyryloxy-8,9-epoxythymyl isobutyrate",GC-MS-FID
Neryl isobutyrate,GC-MS-FID
"2-[(1R,4R,5R)-1,8-dimethylspiro[4.5]dec-8-en-4-yl]propan-2-ol",GC-MS-FID
Neryl isovalerate,GC-MS-FID
"Eudesma-5,11(13)-dien-8,12-olide",GC-MS-FID
"10-(2-methylbutyryloxy)-8,9-epoxythymyl isobutyrate",GC-MS-FID
trans-alpha-Bergamotene,GC-MS-FID
"2-tert-Butyl-1,4-dimethoxybenzene",GC-MS-FID
"桉烷-5,11(13)-二烯-8,12-内酯",GC-MS
"10-乙酰氧基-8,9-环氧麝香草酚异丁酸酯",GC-MS
"1,8,15,22-Tricosatetrayne",GC-MS
1-hydroxy-3-propyl-5-(4-methyl-penten)-2-methylbenzene,GC 和 GC-MS
"2,5,5 trimethyl-3-propyl,tetra hydro 1- naphtol",GC 和 GC-MS
(Z)-caryophyllene,GC 和 GC-MS
"Caryophylla-4(12), 8(13)- diene-5-beta-ol",GC 和 GC-MS
beta-Tumerone,GC 和 GC-MS
"(2,6,6-Trimethylcyclohexa-1,3-dienyl)methanal",GC 和 GC-MS
alpha-Ionone,GC 和 GC-MS
Thymol,GC-FID 和 GC-MS
Cinnamaldehyde,GC-FID 和 GC-MS
Carvone,GC-FID 和 GC-MS
Linalool,GC-FID 和 GC-MS
4-Isopropylbenzaldehyde,GC-FID 和 GC-MS
trans-Linalyl oxide,GC-FID 和 GC-MS
[3.3.3] Propellane,GC-FID 和 GC-MS
Eugenol,GC-FID 和 GC-MS
Diethyl phthalate,GC-FID 和 GC-MS
Khusinol,GC 和 GC-MS
kongol,GC 和 GC-MS
alpha-Himachalene,GC 和 GC-MS
"1,8,11,14-Heptadecatetraene",GC 和 GC-MS
bisabolone,GC 和 GC-MS
Thymohydroquinone,GC 和 GC-MS
Palmitoleic acid,GC 和 GC-MS
Longifolol,GC 和 GC-MS
Tridecanoic acid,GC 和 GC-MS
"(Z,Z)-Heptadeca-1,8,11-triene",GC 和 GC-MS
1-Pentadecene,GC 和 GC-MS
Tetrahydroaplotaxene,GC 和 GC-MS
Cyperene,GC 和 GC-MS
1-Heptadecene,GC 和 GC-MS
beta-Bisabolen-12-ol,GC 和 GC-MS
alpha-Bisabolene,GC 和 GC-MS
oleoamide,GC 和 GC-MS
Heptacosane,GC 和 GC-MS
Heptadecanoic acid,GC 和 GC-MS
Octadecanamide,GC 和 GC-MS
Dodecanamide,GC 和 GC-MS
"2,5-Dimethoxy-p-cymene",GC-FID 和 GC-MS
Cedrelanol,GC-FID 和 GC-MS
"Exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acetate",GC-FID 和 GC-MS
Longipinanol,GC-FID 和 GC-MS
trans-beta-Guainene,GC-FID 和 GC-MS
Humulene,GC-FID 和 GC-MS
(-)-gamma-Cadinene,GC-FID 和 GC-MS
(+)-delta-Cadinene,GC-FID 和 GC-MS
Cubebol,GC-FID 和 GC-MS
Epicedrol,GC-FID 和 GC-MS
野缬草烷,GC-MS
Epi-ligulyl oxide,GC-MS
长叶龙脑,GC-MS
Costunolide,GC-MS
Rosifoliol,GC-MS
二氢-beta-沉香呋喃,GC-MS
Sativene,GC 和 GC-MS
Pentadecanal,GC 和 GC-MS
Dodecane,GC 和 GC-MS
Silphiperfol-5-ene,GC 和 GC-MS
Humulene oxide II,GC 和 GC-MS
Endo-alpha-bergamotene,GC 和 GC-MS
"(Z)-2,(Z)-8-matricaria ester",GC 和 GC-MS
Perillene,GC 和 GC-MS
Lachnophyllum ester,GC 和 GC-MS
alpha-Curcumene,GC 和 GC-MS
Thymol,GC 和 GC-MS
(Z)-alpha-bisabolene oxide,GC 和 GC-MS
1-Caryophyllene,GC-MS
1-Nonene,GC-MS
1-Decene,GC-MS
(+)-Sabinene,GC-MS
醋酸异冰片,GC-MS
4aS-( 4aalpha，5alpha，8abeta) ］-十氢 1，1，4a 三甲基-6-亚甲基-5-( 3-甲基-2，4-戊二烯基) -萘,GC-MS
"1,1-Dimethyl-3-methylene-2-vinylcyclohexane",GC-MS
Alantolactone,GC-MS
Isoalantolactone,GC-MS
Dihydroisoalantolactone,GC-MS
5-表新臭根子草醇,GC-MS
异土木香丁烯酸内酯 A,GC-MS
"2,6-二甲基-4-甲氧基甲基苯酚",GC-MS
2-（对-茴香基）-4-甲基己烯,GC-MS
Calarene epoxide,GC-MS
Isolongifolol,GC-MS
"2,3,5,9-tetramethyl-tricyclo[6.3.0.0(1,5)]undec-2-en-4-one",GC-MS
"6,10-Dimethylundec-9-en-2-one",GC-MS
Sesquiterpenes,GC 和 GC-MS
"Heptadeca-1,8,11,14-tetraene",GC 和 GC-MS
Phenylacetonitrile,GC 和 GC-MS
gamma-cymene,GC-MS
"2,3,5,6-Tetramethylphenol",GC-MS
苯二酸（2-甲氧基乙基） 双酯,GC-MS
Cycloheptatriene,GC-MS
#NAME?,GC-MS
脱二氢-1、10-二甲基-7-异丙醇基萘烷,GC-MS
Phenethyl benzoate,GC-MS
n-Octane,GC-MS
#NAME?,GC-MS
过氧化庚烷,GC-MS
Methyl tridecanoate,GC-MS
Methyl vaccenate,GC-MS
"(Z,E)-alpha-Farnesene",GC 和 GC-MS
Curcuphenol,GC 和 GC-MS
epi-Cubenol,GC 和 GC-MS
beta-Copaene,GC 和 GC-MS
Himachalene epoxide,GC 和 GC-MS
Angelic acid,GC 和 GC-MS
2-Isopropyl-5-methylanisole,GC 和 GC-MS
1-Hexylallyl acetate,GC 和 GC-MS
1-Undecene,GC 和 GC-MS
Isocomene,GC 和 GC-MS
"Brasila-1(6),5(10)-diene",GC 和 GC-MS
Fukinone,GC 和 GC-MS
"(2R,5S,8S)-2,5,8-trimethyl-6-methylidenetricyclo[6.3.0.01,5]undecane",GC 和 GC-MS
1-Decene,GC 和 GC-MS
十氢化 alpha，alpha-4a 三甲基-8-甲基 2-萘甲醇,GC-MS
十氢化-4a-甲基-1-甲烯基-7-( 1-甲基乙烯基) ，萘,GC-MS
2，4，5，6，7，8-六氢化-1-4-9-9 四甲基 3H-3a，7-甲基甘菊烯,GC-MS
三环［8，6，0，0( 2，9) ］十六-3，15-二烯,GC-MS
1，2，3，4，4a，5，6，7-八氢化-alpha，alpha4a，8-四甲基 2-萘甲醇,GC-MS
"1,5-二甲基-8-丙烯基-1,5-环癸二烯",GC-MS
4，4a，5，6，7，8-六氢化-4a，5 二甲基-3-( 1-甲基亚乙基) 2( 3H) -萘酮,GC-MS
2-异丙基-4a，8-二甲基-1，2，3，4，4a，5，6，7-八氢化萘,GC-MS
4-甲酰基［1，1'-联苯］,GC-MS
1，2，3，4，4a，5，6，8a-八氢化-4a，8-二甲基-2-( 1-甲基乙烯基) 萘,GC-MS
1，2，3，4，4a，5，6，8a-八氢化-1，8a-二甲基-7-( 1-甲基乙烯基) 萘,GC-MS
耳草石竹醇,GC-MS
Butyl n-pentyl phthalate,GC-MS
［２Ｒ－（２à，４ａà，８ａá）］－１，２，３，４，４ａ，５，６，８ａ－八氢－à，à，４ａ，８－四 甲基－２－萘甲醇,GC-MS
"Phthalic acid, isobutyl 2-pentyl ester",GC-MS
Benz[a]azulene,GC-MS
7-Pentadecyne,GC-MS
Fluorene,GC-MS
"5,8,11-Heptadecatrien-1-OL",GC-MS
"4-Tridecen-6-yne, (Z)-",GC-MS
"Heptadecane, 9-hexyl-",GC-MS
9-Octadecyne,GC-MS
beta-Santalol,GC/MS/MSD
二氢去氢广木香内酯,GC/MS/MSD
(-)-gamma-Cadinene,GC/MS/MSD
"4-甲基-2,6-二特丁基苯酚",GC/MS/MSD
beta-金合欢醛,GC/MS/MSD
Hexadecane,GC/MS/MSD
Heptadecane,GC/MS/MSD
delta-Cadinol,GC/MS/MSD
beta-Selinene,GC/MS/MSD
Linalool,GC/MS/MSD
beta-金合欢醇,GC/MS/MSD
1-Pentadecene,GC/MS/MSD
alpha-TERPINEOL,GC/MS/MSD
gamma-Patchoulene,GC/MS/MSD
2-Naphthylamine,GC-MS
2，6，6-三甲基双环［3. 1. 1］庚-2-烯,GC-MS
Erucin,GC-MS
5-methylthiopentanitrile,GC-MS
3-(Methylthio)propyl isothiocyanate,GC-MS
1-Isothiocyanato-4-methylpentane,GC-MS
Butyl isothiocyanate,GC-MS
Berteroin,GC-MS
4-Pentenyl isothiocyanate,GC-MS
Thiiranepropanenitrile,GC-MS
2-Methyl-6-(4-methylphenyl)hept-2-en-4-one,GC-MS
l-Guanidinosuccinimide,GC-MS
"2,6-Di-tert-butyl-P-benzoquinone",GC-MS
"2,5-Di-tert-butylphenol",GC-MS
8-氮杂二环[5.1.0]辛烷,GC-MS
N-二甲基-甲酰胺,GC-MS
"1,1,2-三甲氧基-1,2,2-三甲基?硅烷",GC-MS
5-烯?腈烷,GC-MS
苄氧基-?基-?甲基硅烷,GC-MS
2-甲基-呋喃-?甲醛,GC-MS
"1,4-?苯基-3-烯-2-醇",GC-MS
"2-(三异丙基甲氧基硅烷基)三环[3.3.3(3,7)]?烷-4-醇",GC-MS
5-苯磺酰基-1-甲基-4-硝基-1H 咪唑,GC-MS
"3-(三甲基硅氧丙基)-1,1,2-三(三甲基硅基) 环丙烷",GC-MS
(Z)-9-Tetradecenyl acetate,GC-MS
7-Chloroheptanonitrile,GC-MS
"1,9,17-三烯-???烷",GC-MS
邻苯?甲酸?(6-甲基) 庚酯,GC-MS
"1,6-Diisothiocyanatohexane",GC-MS
Cyclohexylacetic acid,GC-MS
(Bromomethyl)cyclohexane,GC-MS
"5-?烯基-5-甲基-1,3-环戊?烯",GC-MS
"2,6,6-三甲基-?环[3.1.1]-2-庚烯",GC-MS
2-(2-氨基-?酰胺)-3-甲基丁酸,GC-MS
9-烯??酸,GC-MS
"8,11,14-三烯??酸甲酯",GC-MS
邻苯?甲酸?(6-甲基-庚基) 酯,GC-MS
4-Pentenenitrile,GC-MS
5-Methylhexanenitrile,GC-MS
4-isothiocynato-1-butene,GC-MS
Glutaronitrile,GC-MS
Actinidine,GC-MS
4-(Chloromethyl)benzonitrile,GC-MS
2-Cyanopyridine,GC-MS
"6,9-Octadecadienoic acid, methyl ester",GC-MS
"4',7',7'-trimethyl-3'-benzyloxy-spiro [1,3-dioxolane-2,2'-bicyclo[2.2.1] heptane]",GC-MS
"Methyl 6-cis,9-cis,11-trans-octadecatrienoate",GC-MS
4-Methyl-2-phenylpent-2-enal,GC-MS
"1,3,4-Trimethoxy-butan-2-ol",GC-MS
"2,6-Dimethoxy-4-vinylphenol",GC-MS
4-Chlorobenzamide,GC-MS
cis-6-Nonenal,GC-MS
alpha-Damascenone,GC-MS
"Cyclododecene, 1-methyl-",GC-MS
(+)-Epi-alpha-bisabolol,GC-MS
Benzyl thiocyanate,GC-MS
p-Menth-3-en-1-ol,GC-MS
1-Phenyl butanone,GC-MS
Isocalamendiol,GC-MS
alpha-Copaen,GC-MS
Neophytadienen,GC-MS
Trans-beta-ociemen,GC-MS
Hexyl isothiocyanate,GC-MS
4-methylthio-(3E)-butenyl isothiocyanate,GC-MS
4-Methylthio-(3z)-butenyl isothiocyanate,GC-MS
Isothiocyanatocyclopropane,GC-MS
Isobutyl isothiocyanate,GC-MS
3-Pentenenitrile,GC-MS
"Butanenitrile, 4-(methylthio)-",GC-MS
2-Methylbutanenitrile,GC-MS
Methyl 3-(methylthio)propionate,GC-MS
"3-methyl-2,5-furanedione",GC-MS
delta-Hexalactone,GC-MS
Propyl acetate,GC-MS
"2,5-Dimethyl-4-methoxy-3(2H)-furanone",GC-MS
Acetoxyacetone,GC-MS
epi-Bicyclosesquiterpene,GC-MS
1?Hexanol,GC-MS
1?Tetradecanol,GC-MS
"(6Z,10Z)?Geranyl linalool",GC-MS
Geranylgeraniol,GC-MS
"2,3,,4,,5-四氢-2-甲基-1-H-1,,5-苯二氮",GC-MS
gamma-桉叶油醇,GC-MS
alpha-桉叶油醇,GC-MS
大根香叶烯,GC-MS
beta-蛇床烯,GC-MS
"(E,,E)-10-(1-甲基乙基)-3,,7-环十二烯",GC-MS
"3,7-Dimethylocta-1,5(E),7-trien-3-ol",GC-MS
1-Phenylethanol,GC-MS
alpha-Terpinylpropionate,GC-MS
Dendrolasin,GC-MS
"1,5,9-Undecatriene, 2,6,10-trimethyl-,(Z)-",GC-MS
"Cyclohexane, 3,4-bis(1-methylethenyl)-1,1-dimethyl-",GC-MS
"Cyclohexane, 1,1-dimethyl-2,4-bis(1-methylethenyl)-, cis-",GC-MS
Cycloheptane 4-methylene-1-methyl-2-(2-methyl-1-propen-1-yl)-1-viny,GC-MS
Trioctylamine,GC-MS
"(1S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane",GC-MS
d-Mannitol,GC-MS
"Cyclononasiloxane, octadecamethyl-",GC-MS
Estradiol,GC-MS
"9-Octadecenoic acid, methyl ester, (E)-",GC-MS
"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-",GC-MS
"1,6,10,14,18,22-Tetracosahexaen-3-ol,2,6,10,15,19,23-hexamethyl-, (all-E)-",GC-MS
"2,2,6-Trimethyloctane",GC-MS
"2,2,3-Trimethylnonane",GC-MS
3-Methyl-5-propylnonane,GC-MS
"2,2,5-Trimethyldecane",GC-MS
"2,2,6-Trimethyldecane",GC-MS
"Tricyclo[4.4.0.0(3,9)]decane",GC-MS
2-Methyl-2-dodecanol,GC-MS
Dihydro-beta-agarofuran,GC-MS
"2,4,4-Trimethyl-1,3-pentanediol  diisobutyrate",GC-MS
Norrotundene,GC-MS
(+)-alpha-Barbatene,GC-MS
beta-Acoradiene,GC-MS
Phenantrene,GC-MS
Camphorquinone,GC-MS
Isobornyl isobutanoate,GC-MS
"2,5,9-Trimethyldecane",GC-MS
Allyl nonanoate,GC-MS
Vestitenone,GC-MS
2-Methoxycinnamaldehyde,GC-MS
Thujopsan-2-beta-ol,GC-MS
"1,2-Benzenedicarboxylic acid butyl-2-ethylhexyl ester",GC-MS
7-Methyl-Z-tetradecen-1-ol acetate,GC-MS
"苯氧基-2,2'-亚甲基[6-(1,1-二甲基乙基)-4-甲基]-",GC-MS
P-Cymol,GC-MS
Trans-alpha-Bergamoeten,GC-MS
B-Ocimene,GC-MS
Methyl heptanoate,GC-MS
2-Methylbutyl isobutyrate,GC-MS
Methylnonyl ketone,GC-MS
"1,6-dimethylnaphthalene",GC-MS
"1,1-Dimethoxyacetone",GC-MS
(+)-gamma-Gurjunene,GC-MS
Firefly luciferin,GC-MS
Tridecanoic acid,GC-MS
Geranyl linalool,GC-MS
Pseudosolasodine diacetate,GC-MS
"Phenol, 2,4-bis(1,1-dimethylethyl) ",GC-MS
Diethyl phthalate ,GC-MS
1-Iodo-2-methylundecane ,GC-MS
Methyl 14-methylpentadecanoate,GC-MS
Phytol ,GC-MS
Cyclopentaneundecanoic acid,GC-MS
Ditridecyl phthalate,GC-MS
"Sulfurous acid, butyl heptadecyl ester",GC-MS
Carvomenthenal,GC-MS
"2-Buten-1-one, 1-( 2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (E)-",GC-MS
"3-Buten-2-one, 4-( 2,6,6-trimethyl-1-cyclohexen-1-yl)-, (E)-",GC-MS
1-Chloroheptacosane,GC-MS
2-Bromoadamantane,GC-MS
"1-Ethenyl-1-methyl-2,4-bis(1-methylethyl)cyclohexane",GC-MS
"(4Z)-4,11,11-Trimethyl-8-methylidene-bicyclo[7.2.0]undec-4-ene",GC-MS
"1-Methyl-4-(1,2,5-trimethylhex-4-en-1-yl)benzene",GC-MS
1-Ethenyl-1-methyl-4-methylidene-2-(2-methylprop-1-en-1-yl)cycloheptane,GC-MS
"1,2-Diethenyl-3,5-dimethylcyclohexane",GC-MS
Caryophyllene epoxide I,GC-MS
"(3E)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",GC-MS
"4,4-Dimethyltetracyclo[6.3.2.01,8.02,5]tridecan-9-ol",GC-MS
